codigo_distrito,distrito,codigo_concelho,concelho,codigo_freguesia,freguesia,eleitores
11,Lisboa,1107,Loures,110702,Bucelas,38562
11,Lisboa,1107,Loures,110705,Fanhões,36137
11,Lisboa,1107,Loures,110707,Loures,46871
11,Lisboa,1107,Loures,110708,Lousa,21511
11,Lisboa,1107,Loures,110726,União das freguesias de Moscavide e Portela,25162
11,Lisboa,1107,Loures,110727,União das freguesias de Sacavém e Prior Velho,39350
11,Lisboa,1107,Loures,110728,"União das freguesias de Santa Iria de Azoia, São João da Talha e Bobadela",34970
11,Lisboa,1107,Loures,110729,União das freguesias de Santo Antão e São Julião do Tojal,19526
11,Lisboa,1107,Loures,110730,União das freguesias de Santo António dos Cavaleiros e Frielas,29934
11,Lisboa,1107,Loures,110731,"União das freguesias de Camarate, Unhos e Apelação",33331
11,Lisboa,1108,Lourinhã,110803,Moita dos Ferreiros,39877
11,Lisboa,1108,Lourinhã,110805,Reguengo Grande,28393
11,Lisboa,1108,Lourinhã,110806,Santa Bárbara,6699
11,Lisboa,1108,Lourinhã,110808,Vimeiro,46191
11,Lisboa,1108,Lourinhã,110810,Ribamar,7698
11,Lisboa,1108,Lourinhã,110812,União das freguesias de Lourinhã e Atalaia,43107
11,Lisboa,1108,Lourinhã,110813,União das freguesias de Miragaia e Marteleira,42858
11,Lisboa,1108,Lourinhã,110814,União das freguesias de São Bartolomeu dos Galegos e Moledo,36332
11,Lisboa,1109,Mafra,110902,Carvoeira,47440
11,Lisboa,1109,Mafra,110904,Encarnação,14291
11,Lisboa,1109,Mafra,110906,Ericeira,28385
11,Lisboa,1109,Mafra,110909,Mafra,29793
11,Lisboa,1109,Mafra,110911,Milharado,15174
11,Lisboa,1109,Mafra,110913,Santo Isidoro,27319
11,Lisboa,1109,Mafra,110918,União das freguesias de Azueira e Sobral da Abelheira,22412
11,Lisboa,1109,Mafra,110919,"União das freguesias de Enxara do Bispo, Gradil e Vila Franca do Rosário",29920
11,Lisboa,1109,Mafra,110920,União das freguesias de Igreja Nova e Cheleiros,26331
11,Lisboa,1109,Mafra,110921,União das freguesias de Malveira e São Miguel de Alcainça,27462
11,Lisboa,1109,Mafra,110922,União das freguesias de Venda do Pinheiro e Santo Estêvão das Galés,48015
11,Lisboa,1110,Oeiras,111002,Barcarena,6431
11,Lisboa,1110,Oeiras,111009,Porto Salvo,20683
11,Lisboa,1110,Oeiras,111012,"União das freguesias de Algés, Linda-a-Velha e Cruz Quebrada-Dafundo",28168
11,Lisboa,1110,Oeiras,111013,União das freguesias de Carnaxide e Queijas,20681
11,Lisboa,1110,Oeiras,111014,"União das freguesias de Oeiras e São Julião da Barra, Paço de Arcos e Caxias",43788
11,Lisboa,1111,Sintra,111102,Algueirão-Mem Martins,16904
11,Lisboa,1111,Sintra,111105,Colares,24730
11,Lisboa,1111,Sintra,111108,Rio de Mouro,10203
11,Lisboa,1111,Sintra,111115,Casal de Cambra,45211
11,Lisboa,1111,Sintra,111122,União das freguesias de Agualva e Mira-Sintra,31281
11,Lisboa,1111,Sintra,111123,"União das freguesias de Almargem do Bispo, Pêro Pinheiro e Montelavar",4599
11,Lisboa,1111,Sintra,111124,União das freguesias do Cacém e São Marcos,6178
11,Lisboa,1111,Sintra,111125,União das freguesias de Massamá e Monte Abraão,5794
11,Lisboa,1111,Sintra,111126,União das freguesias de Queluz e Belas,6309
11,Lisboa,1111,Sintra,111127,União das freguesias de São João das Lampas e Terrugem,28503
11,Lisboa,1111,Sintra,111128,"União das freguesias de Sintra (Santa Maria e São Miguel, São Martinho e São Pedro de Penaferrim)",6528
11,Lisboa,1112,Sobral de Monte Agraço,111201,Santo Quintino,48997
11,Lisboa,1112,Sobral de Monte Agraço,111202,Sapataria,48617
11,Lisboa,1112,Sobral de Monte Agraço,111203,Sobral de Monte Agraço,24621
11,Lisboa,1113,Torres Vedras,111306,Freiria,8727
11,Lisboa,1113,Torres Vedras,111310,Ponte do Rol,36662
11,Lisboa,1113,Torres Vedras,111311,Ramalhal,4130
11,Lisboa,1113,Torres Vedras,111314,São Pedro da Cadeira,38634
11,Lisboa,1113,Torres Vedras,111316,Silveira,37004
11,Lisboa,1113,Torres Vedras,111317,Turcifal,37010
11,Lisboa,1113,Torres Vedras,111318,Ventosa,21803
11,Lisboa,1113,Torres Vedras,111321,União das freguesias de A dos Cunhados e Maceira,44109
11,Lisboa,1113,Torres Vedras,111322,União das freguesias de Campelos e Outeiro da Cabeça,8210
11,Lisboa,1113,Torres Vedras,111323,União das freguesias de Carvoeira e Carmões,27122
11,Lisboa,1113,Torres Vedras,111324,União das freguesias de Dois Portos e Runa,23373
11,Lisboa,1113,Torres Vedras,111325,União das freguesias de Maxial e Monte Redondo,43803
11,Lisboa,1113,Torres Vedras,111326,"Santa Maria, São Pedro e Matacães",49370
11,Lisboa,1114,Vila Franca de Xira,111408,Vialonga,27917
11,Lisboa,1114,Vila Franca de Xira,111409,Vila Franca de Xira,47455
11,Lisboa,1114,Vila Franca de Xira,111412,"União das freguesias de Alhandra, São João dos Montes e Calhandriz",3571
11,Lisboa,1114,Vila Franca de Xira,111413,União das freguesias de Alverca do Ribatejo e Sobralinho,19050
11,Lisboa,1114,Vila Franca de Xira,111414,União das freguesias de Castanheira do Ribatejo e Cachoeiras,39548
11,Lisboa,1114,Vila Franca de Xira,111415,União das freguesias de Póvoa de Santa Iria e Forte da Casa,20676
11,Lisboa,1115,Amadora,111512,Alfragide,23245
11,Lisboa,1115,Amadora,111513,Águas Livres,6989
11,Lisboa,1115,Amadora,111514,Encosta do Sol,38074
11,Lisboa,1115,Amadora,111515,Falagueira-Venda Nova,33453
11,Lisboa,1115,Amadora,111516,Mina de Água,14142
11,Lisboa,1115,Amadora,111517,Venteira,10340
11,Lisboa,1116,Odivelas,111603,Odivelas,43239
11,Lisboa,1116,Odivelas,111608,União das freguesias de Pontinha e Famões,31800
11,Lisboa,1116,Odivelas,111609,União das freguesias de Póvoa de Santo Adrião e Olival Basto,14896
11,Lisboa,1116,Odivelas,111610,União das freguesias de Ramada e Caneças,7292
12,Portalegre,1201,Alter do Chão,120101,Alter do Chão,23145
12,Portalegre,1201,Alter do Chão,120102,Chancelaria,36655
12,Portalegre,1201,Alter do Chão,120103,Seda,24288
12,Portalegre,1201,Alter do Chão,120104,Cunheira,7729
12,Portalegre,1202,Arronches,120201,Assunção,18456
12,Portalegre,1202,Arronches,120202,Esperança,37824
12,Portalegre,1202,Arronches,120203,Mosteiros,15021
12,Portalegre,1203,Avis,120302,Aldeia Velha,28322
12,Portalegre,1203,Avis,120303,Avis,36963
12,Portalegre,1203,Avis,120305,Ervedal,40945
12,Portalegre,1203,Avis,120306,Figueira e Barros,40411
12,Portalegre,1203,Avis,120309,União das freguesias de Alcórrego e Maranhão,44435
12,Portalegre,1203,Avis,120310,União das freguesias de Benavila e Valongo,42319
12,Portalegre,1204,Campo Maior,120401,Nossa Senhora da Expectação,36686
12,Portalegre,1204,Campo Maior,120402,Nossa Senhora da Graça dos Degolados,1920
12,Portalegre,1204,Campo Maior,120403,São João Baptista,40111
12,Portalegre,1205,Castelo de Vide,120501,Nossa Senhora da Graça de Póvoa e Meadas,43311
12,Portalegre,1205,Castelo de Vide,120502,Santa Maria da Devesa,45647
12,Portalegre,1205,Castelo de Vide,120503,Santiago Maior,17727
12,Portalegre,1205,Castelo de Vide,120504,São João Baptista,2097
12,Portalegre,1206,Crato,120601,Aldeia da Mata,12023
12,Portalegre,1206,Crato,120604,Gáfete,18109
12,Portalegre,1206,Crato,120605,Monte da Pedra,46252
12,Portalegre,1206,Crato,120607,"União das freguesias de Crato e Mártires, Flor da Rosa e Vale do Peso",20449
12,Portalegre,1207,Elvas,120706,Santa Eulália,22470
12,Portalegre,1207,Elvas,120707,São Brás e São Lourenço,23204
12,Portalegre,1207,Elvas,120708,São Vicente e Ventosa,600
12,Portalegre,1207,Elvas,120712,"Assunção, Ajuda, Salvador e Santo Ildefonso",12088
12,Portalegre,1207,Elvas,120713,"Caia, São Pedro e Alcáçova",9588
12,Portalegre,1207,Elvas,120714,União das freguesias de Barbacena e Vila Fernando,37314
12,Portalegre,1207,Elvas,120715,União das freguesias de Terrugem e Vila Boim,43279
12,Portalegre,1208,Fronteira,120801,Cabeço de Vide,26465
12,Portalegre,1208,Fronteira,120802,Fronteira,4760
12,Portalegre,1208,Fronteira,120803,São Saturnino,9497
12,Portalegre,1209,Gavião,120902,Belver,48760
12,Portalegre,1209,Gavião,120903,Comenda,41695
12,Portalegre,1209,Gavião,120905,Margem,2209
12,Portalegre,1209,Gavião,120906,União das freguesias de Gavião e Atalaia,6213
12,Portalegre,1210,Marvão,121001,Beirã,49097
12,Portalegre,1210,Marvão,121002,Santa Maria de Marvão,34965
12,Portalegre,1210,Marvão,121003,Santo António das Areias,14298
12,Portalegre,1210,Marvão,121004,São Salvador da Aramenha,24854
12,Portalegre,1211,Monforte,121101,Assumar,27714
12,Portalegre,1211,Monforte,121102,Monforte,29930
12,Portalegre,1211,Monforte,121103,Santo Aleixo,22540
12,Portalegre,1211,Monforte,121104,Vaiamonte,10515
12,Portalegre,1212,Nisa,121201,Alpalhão,24451
12,Portalegre,1212,Nisa,121205,Montalvão,20623
12,Portalegre,1212,Nisa,121207,Santana,47490
12,Portalegre,1212,Nisa,121208,São Matias,21458
12,Portalegre,1212,Nisa,121210,Tolosa,37397
12,Portalegre,1212,Nisa,121211,União das freguesias de Arez e Amieira do Tejo,39274
12,Portalegre,1212,Nisa,121212,"União das freguesias de Espírito Santo, Nossa Senhora da Graça e São Simão",5767
12,Portalegre,1213,Ponte de Sor,121301,Galveias,3647
12,Portalegre,1213,Ponte de Sor,121302,Montargil,10396
12,Portalegre,1213,Ponte de Sor,121304,Foros de Arrão,10516
12,Portalegre,1213,Ponte de Sor,121305,Longomel,49642
12,Portalegre,1213,Ponte de Sor,121308,"União das freguesias de Ponte de Sor, Tramaga e Vale de Açor",40690
12,Portalegre,1214,Portalegre,121401,Alagoa,3461
12,Portalegre,1214,Portalegre,121402,Alegrete,44369
12,Portalegre,1214,Portalegre,121404,Fortios,5546
12,Portalegre,1214,Portalegre,121410,Urra,18032
12,Portalegre,1214,Portalegre,121411,União das freguesias da Sé e São Lourenço,29239
12,Portalegre,1214,Portalegre,121412,União das freguesias de Reguengo e São Julião,43580
12,Portalegre,1214,Portalegre,121413,União das freguesias de Ribeira de Nisa e Carreiras,27988
12,Portalegre,1215,Sousel,121501,Cano,32028
12,Portalegre,1215,Sousel,121502,Casa Branca,39985
12,Portalegre,1215,Sousel,121503,Santo Amaro,29169
12,Portalegre,1215,Sousel,121504,Sousel,27343
13,Porto,1301,Amarante,130103,Ansiães,18102
13,Porto,1301,Amarante,130107,Candemil,14327
13,Porto,1301,Amarante,130112,Fregim,49675
13,Porto,1301,Amarante,130115,Fridão,33777
13,Porto,1301,Amarante,130117,Gondar,7659
13,Porto,1301,Amarante,130118,Jazente,22821
13,Porto,1301,Amarante,130119,Lomba,28374
13,Porto,1301,Amarante,130120,Louredo,7467
13,Porto,1301,Amarante,130121,Lufrei,18762
13,Porto,1301,Amarante,130123,Mancelos,44647
13,Porto,1301,Amarante,130126,Padronelo,44665
13,Porto,1301,Amarante,130128,Rebordelo,39071
13,Porto,1301,Amarante,130129,Salvador do Monte,32091
13,Porto,1301,Amarante,130134,Gouveia (São Simão),34733
13,Porto,1301,Amarante,130135,Telões,43921
13,Porto,1301,Amarante,130136,Travanca,20412
13,Porto,1301,Amarante,130138,Vila Caiz,3176
13,Porto,1301,Amarante,130139,Vila Chã do Marão,14651
13,Porto,1301,Amarante,130141,"União das freguesias de Aboadela, Sanche e Várzea",26103
13,Porto,1301,Amarante,130142,"União das freguesias de Amarante (São Gonçalo), Madalena, Cepelos e Gatão",39477
13,Porto,1301,Amarante,130143,"União das freguesias de Bustelo, Carneiro e Carvalho de Rei",3790
13,Porto,1301,Amarante,130144,União das freguesias de Figueiró (Santiago e Santa Cristina),703
13,Porto,1301,Amarante,130145,União das freguesias de Freixo de Cima e de Baixo,13597
13,Porto,1301,Amarante,130146,União das freguesias de Olo e Canadelo,19953
13,Porto,1301,Amarante,130147,Vila Meã,14043
13,Porto,1301,Amarante,130148,"União das freguesias de Vila Garcia, Aboim e Chapa",9193
13,Porto,1302,Baião,130204,Frende,16945
13,Porto,1302,Baião,130205,Gestaçô,19169
13,Porto,1302,Baião,130206,Gove,21703
13,Porto,1302,Baião,130207,Grilo,8063
13,Porto,1302,Baião,130208,Loivos do Monte,706
13,Porto,1302,Baião,130215,Santa Marinha do Zêzere,32796
13,Porto,1302,Baião,130219,Valadares,49156
13,Porto,1302,Baião,130220,Viariz,28423
13,Porto,1302,Baião,130221,União das freguesias de Ancede e Ribadouro,11714
13,Porto,1302,Baião,130222,União das freguesias de Baião (Santa Leocádia) e Mesquinhata,8666
13,Porto,1302,Baião,130223,União das freguesias de Campelo e Ovil,25117
13,Porto,1302,Baião,130224,União das freguesias de Loivos da Ribeira e Tresouras,35103
13,Porto,1302,Baião,130225,União das freguesias de Santa Cruz do Douro e São Tomé de Covelas,46315
13,Porto,1302,Baião,130226,União das freguesias de Teixeira e Teixeiró,15280
13,Porto,1303,Felgueiras,130301,Aião,32985
13,Porto,1303,Felgueiras,130302,Airães,36816
13,Porto,1303,Felgueiras,130305,Friande,43981
13,Porto,1303,Felgueiras,130306,Idães,23410
13,Porto,1303,Felgueiras,130307,Jugueiros,4923
13,Porto,1303,Felgueiras,130313,Penacova,26222
13,Porto,1303,Felgueiras,130314,Pinheiro,48830
13,Porto,1303,Felgueiras,130315,Pombeiro de Ribavizela,2972
13,Porto,1303,Felgueiras,130317,Refontoura,28788
13,Porto,1303,Felgueiras,130318,Regilde,1428
13,Porto,1303,Felgueiras,130319,Revinhade,30330
13,Porto,1303,Felgueiras,130324,Sendim,5302
13,Porto,1303,Felgueiras,130334,União das freguesias de Macieira da Lixa e Caramos,20716
13,Porto,1303,Felgueiras,130335,"União das freguesias de Margaride (Santa Eulália), Várzea, Lagares, Varziela e Moure",37932
13,Porto,1303,Felgueiras,130336,"União das freguesias de Pedreira, Rande e Sernande",28333
13,Porto,1303,Felgueiras,130337,União das freguesias de Torrados e Sousa,37778
13,Porto,1303,Felgueiras,130338,União das freguesias de Unhão e Lordelo,26704
13,Porto,1303,Felgueiras,130339,União das freguesias de Vila Cova da Lixa e Borba de Godim,46697
13,Porto,1303,Felgueiras,130340,União das freguesias de Vila Fria e Vizela (São Jorge),42152
13,Porto,1303,Felgueiras,130341,União das freguesias de Vila Verde e Santão,27573
13,Porto,1304,Gondomar,130405,Lomba,19173
13,Porto,1304,Gondomar,130408,Rio Tinto,7748
13,Porto,1304,Gondomar,130412,Baguim do Monte (Rio Tinto),26744
13,Porto,1304,Gondomar,130413,União das freguesias de Fânzeres e São Pedro da Cova,1566
13,Porto,1304,Gondomar,130414,União das freguesias de Foz do Sousa e Covelo,21484
13,Porto,1304,Gondomar,130415,"União das freguesias de Gondomar (São Cosme), Valbom e Jovim",11463
13,Porto,1304,Gondomar,130416,União das freguesias de Melres e Medas,40709
13,Porto,1305,Lousada,130502,Aveleda,30352
13,Porto,1305,Lousada,130504,Caíde de Rei,45394
13,Porto,1305,Lousada,130510,Lodares,23914
13,Porto,1305,Lousada,130512,Macieira,5975
13,Porto,1305,Lousada,130513,Meinedo,28820
13,Porto,1305,Lousada,130515,Nevogilde,7137
13,Porto,1305,Lousada,130524,Sousela,16145
13,Porto,1305,Lousada,130525,Torno,28752
13,Porto,1305,Lousada,130526,Vilar do Torno e Alentém,38792
13,Porto,1305,Lousada,130527,União das freguesias de Cernadelo e Lousada (São Miguel e Santa Margarida),26443
13,Porto,1305,Lousada,130528,"União das freguesias de Cristelos, Boim e Ordem",34538
13,Porto,1305,Lousada,130529,União das freguesias de Figueiras e Covas,5354
13,Porto,1305,Lousada,130530,União das freguesias de Lustosa e Barrosas (Santo Estêvão),26136
13,Porto,1305,Lousada,130531,União das freguesias de Nespereira e Casais,20534
13,Porto,1305,Lousada,130532,"União das freguesias de Silvares, Pias, Nogueira e Alvarenga",49077
13,Porto,1306,Maia,130601,Águas Santas,22450
13,Porto,1306,Maia,130603,Folgosa,14720
13,Porto,1306,Maia,130608,Milheirós,22027
13,Porto,1306,Maia,130609,Moreira,11218
13,Porto,1306,Maia,130613,São Pedro Fins,5205
13,Porto,1306,Maia,130616,Vila Nova da Telha,33655
13,Porto,1306,Maia,130617,Pedrouços,41699
13,Porto,1306,Maia,130618,Castêlo da Maia,7672
13,Porto,1306,Maia,130619,Cidade da Maia,34973
13,Porto,1306,Maia,130620,Nogueira e Silva Escura,33620
13,Porto,1307,Marco de Canaveses,130704,Banho e Carvalhosa,12907
13,Porto,1307,Marco de Canaveses,130705,Constance,23096
13,Porto,1307,Marco de Canaveses,130722,Soalhães,23209
13,Porto,1307,Marco de Canaveses,130723,Sobretâmega,47869
13,Porto,1307,Marco de Canaveses,130724,Tabuado,42499
13,Porto,1307,Marco de Canaveses,130730,Vila Boa do Bispo,9879
13,Porto,1307,Marco de Canaveses,130732,"Alpendorada, Várzea e Torrão",15684
13,Porto,1307,Marco de Canaveses,130733,Avessadas e Rosém,6937
13,Porto,1307,Marco de Canaveses,130734,Bem Viver,9797
13,Porto,1307,Marco de Canaveses,130735,Santo Isidoro e Livração,16975
13,Porto,1307,Marco de Canaveses,130736,Marco,13128
13,Porto,1307,Marco de Canaveses,130737,Paredes de Viadores e Manhuncelos,11570
13,Porto,1307,Marco de Canaveses,130738,Penhalonga e Paços de Gaiolo,39678
13,Porto,1307,Marco de Canaveses,130739,Sande e São Lourenço do Douro,10218
13,Porto,1307,Marco de Canaveses,130740,"Várzea, Aliviada e Folhada",49951
13,Porto,1307,Marco de Canaveses,130741,Vila Boa de Quires e Maureles,43159
13,Porto,1308,Matosinhos,130811,"União das freguesias de Custóias, Leça do Balio e Guifões",5138
13,Porto,1308,Matosinhos,130812,União das freguesias de Matosinhos e Leça da Palmeira,11809
13,Porto,1308,Matosinhos,130813,"União das freguesias de Perafita, Lavra e Santa Cruz do Bispo",41353
13,Porto,1308,Matosinhos,130814,União das freguesias de São Mamede de Infesta e Senhora da Hora,32582
13,Porto,1309,Paços de Ferreira,130902,Carvalhosa,30605
13,Porto,1309,Paços de Ferreira,130904,Eiriz,49643
13,Porto,1309,Paços de Ferreira,130905,Ferreira,37144
13,Porto,1309,Paços de Ferreira,130906,Figueiró,49999
13,Porto,1309,Paços de Ferreira,130908,Freamunde,38176
13,Porto,1309,Paços de Ferreira,130910,Meixomil,29619
13,Porto,1309,Paços de Ferreira,130913,Penamaior,44838
13,Porto,1309,Paços de Ferreira,130914,Raimonda,37194
13,Porto,1309,Paços de Ferreira,130916,Seroa,42339
13,Porto,1309,Paços de Ferreira,130917,Frazão Arreigada,41834
13,Porto,1309,Paços de Ferreira,130918,Paços de Ferreira,41128
13,Porto,1309,Paços de Ferreira,130919,Sanfins Lamoso Codessos,21381
13,Porto,1310,Paredes,131001,Aguiar de Sousa,41305
13,Porto,1310,Paredes,131002,Astromil,20918
13,Porto,1310,Paredes,131003,Baltar,10093
13,Porto,1310,Paredes,131004,Beire,29020
13,Porto,1310,Paredes,131008,Cete,4675
13,Porto,1310,Paredes,131009,Cristelo,30931
13,Porto,1310,Paredes,131010,Duas Igrejas,29180
13,Porto,1310,Paredes,131011,Gandra,41578
13,Porto,1310,Paredes,131013,Lordelo,20045
13,Porto,1310,Paredes,131014,Louredo,18201
13,Porto,1310,Paredes,131017,Parada de Todeia,38959
13,Porto,1310,Paredes,131018,Rebordosa,3881
13,Porto,1310,Paredes,131019,Recarei,23264
13,Porto,1310,Paredes,131020,Sobreira,33448
13,Porto,1310,Paredes,131021,Sobrosa,5062
13,Porto,1310,Paredes,131022,Vandoma,20542
13,Porto,1310,Paredes,131024,Vilela,30460
13,Porto,1310,Paredes,131025,Paredes,29816
13,Porto,1311,Penafiel,131101,Abragão,2664
13,Porto,1311,Penafiel,131102,Boelhe,3928
13,Porto,1311,Penafiel,131103,Bustelo,24365
13,Porto,1311,Penafiel,131104,Cabeça Santa,19013
13,Porto,1311,Penafiel,131105,Canelas,5228
13,Porto,1311,Penafiel,131106,Capela,42448
13,Porto,1311,Penafiel,131107,Castelões,6117
13,Porto,1311,Penafiel,131108,Croca,40505
13,Porto,1311,Penafiel,131109,Duas Igrejas,39133
13,Porto,1311,Penafiel,131110,Eja,33431
13,Porto,1311,Penafiel,131112,Fonte Arcada,25397
13,Porto,1311,Penafiel,131113,Galegos,30524
13,Porto,1311,Penafiel,131115,Irivo,38232
13,Porto,1311,Penafiel,131121,Oldrões,36527
13,Porto,1311,Penafiel,131122,Paço de Sousa,48625
13,Porto,1311,Penafiel,131125,Perozelo,2888
13,Porto,1311,Penafiel,131128,Rans,29673
13,Porto,1311,Penafiel,131129,Rio de Moinhos,37664
13,Porto,1311,Penafiel,131132,Recezinhos (São Mamede),42918
13,Porto,1311,Penafiel,131133,Recezinhos (São Martinho),12536
13,Porto,1311,Penafiel,131134,Sebolido,21271
13,Porto,1311,Penafiel,131136,Valpedre,39849
13,Porto,1311,Penafiel,131138,Rio Mau,31370
13,Porto,1311,Penafiel,131139,Penafiel,33057
13,Porto,1311,Penafiel,131140,Luzim e Vila Cova,10086
13,Porto,1311,Penafiel,131141,Guilhufe e Urrô,4254
13,Porto,1311,Penafiel,131142,Lagares e Figueira,29725
13,Porto,1311,Penafiel,131143,Termas de São Vicente,6983
13,Porto,1312,Porto,131202,Bonfim,22707
13,Porto,1312,Porto,131203,Campanhã,47013
13,Porto,1312,Porto,131210,Paranhos,5726
13,Porto,1312,Porto,131211,Ramalde,33266
13,Porto,1312,Porto,131216,"União das freguesias de Aldoar, Foz do Douro e Nevogilde",42544
13,Porto,1312,Porto,131217,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",11508
13,Porto,1312,Porto,131218,União das freguesias de Lordelo do Ouro e Massarelos,2765
13,Porto,1313,Póvoa de Varzim,131305,Balazar,16436
13,Porto,1313,Póvoa de Varzim,131307,Estela,46574
13,Porto,1313,Póvoa de Varzim,131308,Laundos,28888
13,Porto,1313,Póvoa de Varzim,131311,Rates,28997
13,Porto,1313,Póvoa de Varzim,131313,"União das freguesias de Aver-o-Mar, Amorim e Terroso",34545
13,Porto,1313,Póvoa de Varzim,131314,União das freguesias de Aguçadoura e Navais,34458
13,Porto,1313,Póvoa de Varzim,131315,"União das freguesias da Póvoa de Varzim, Beiriz e Argivai",40164
13,Porto,1314,Santo Tirso,131401,Agrela,10603
13,Porto,1314,Santo Tirso,131402,Água Longa,24048
13,Porto,1314,Santo Tirso,131405,Aves,24635
13,Porto,1314,Santo Tirso,131413,Monte Córdova,18739
13,Porto,1314,Santo Tirso,131416,Rebordões,25589
13,Porto,1314,Santo Tirso,131418,Reguenga,26989
13,Porto,1314,Santo Tirso,131419,Roriz,22375
13,Porto,1314,Santo Tirso,131430,Negrelos (São Tomé),44692
13,Porto,1314,Santo Tirso,131432,Vilarinho,39383
13,Porto,1314,Santo Tirso,131433,"União das freguesias de Areias, Sequeiró, Lama e Palmeira",3631
13,Porto,1314,Santo Tirso,131434,Vila Nova do Campo,41545
13,Porto,1314,Santo Tirso,131435,União das freguesias de Carreira e Refojos de Riba de Ave,42621
13,Porto,1314,Santo Tirso,131436,União das freguesias de Lamelas e Guimarei,22131
13,Porto,1314,Santo Tirso,131437,"União das freguesias de Santo Tirso, Couto (Santa Cristina e São Miguel) e Burgães",4519
13,Porto,1315,Valongo,131501,Alfena,21806
13,Porto,1315,Valongo,131503,Ermesinde,6393
13,Porto,1315,Valongo,131505,Valongo,36766
13,Porto,1315,Valongo,131506,União das freguesias de Campo e Sobrado,44658
13,Porto,1316,Vila do Conde,131602,Árvore,25533
13,Porto,1316,Vila do Conde,131603,Aveleda,18821
13,Porto,1316,Vila do Conde,131604,Azurara,16714
13,Porto,1316,Vila do Conde,131607,Fajozes,47630
13,Porto,1316,Vila do Conde,131610,Gião,43228
13,Porto,1316,Vila do Conde,131611,Guilhabreu,39698
13,Porto,1316,Vila do Conde,131612,Junqueira,10054
13,Porto,1316,Vila do Conde,131613,Labruge,22047
13,Porto,1316,Vila do Conde,131614,Macieira da Maia,5541
13,Porto,1316,Vila do Conde,131616,Mindelo,38390
13,Porto,1316,Vila do Conde,131617,Modivas,43690
13,Porto,1316,Vila do Conde,131627,Vila Chã,9468
13,Porto,1316,Vila do Conde,131628,Vila do Conde,23125
13,Porto,1316,Vila do Conde,131630,Vilar de Pinheiro,20531
13,Porto,1316,Vila do Conde,131631,"União das freguesias de Bagunte, Ferreiró, Outeiro Maior e Parada",43195
13,Porto,1316,Vila do Conde,131632,União das freguesias de Fornelo e Vairão,45975
13,Porto,1316,Vila do Conde,131633,União das freguesias de Malta e Canidelo,43593
13,Porto,1316,Vila do Conde,131634,União das freguesias de Retorta e Tougues,25887
13,Porto,1316,Vila do Conde,131635,União das freguesias de Rio Mau e Arcos,8650
13,Porto,1316,Vila do Conde,131636,União das freguesias de Touguinha e Touguinhó,39196
13,Porto,1316,Vila do Conde,131637,União das freguesias de Vilar e Mosteiró,46654
13,Porto,1317,Vila Nova de Gaia,131701,Arcozelo,5752
13,Porto,1317,Vila Nova de Gaia,131702,Avintes,20488
13,Porto,1317,Vila Nova de Gaia,131703,Canelas,36829
13,Porto,1317,Vila Nova de Gaia,131704,Canidelo,24886
13,Porto,1317,Vila Nova de Gaia,131709,Madalena,42371
13,Porto,1317,Vila Nova de Gaia,131712,Oliveira do Douro,21727
13,Porto,1317,Vila Nova de Gaia,131717,São Félix da Marinha,8575
13,Porto,1317,Vila Nova de Gaia,131723,Vilar de Andorinho,44116
13,Porto,1317,Vila Nova de Gaia,131725,União das freguesias de Grijó e Sermonde,46260
13,Porto,1317,Vila Nova de Gaia,131726,União das freguesias de Gulpilhares e Valadares,48616
13,Porto,1317,Vila Nova de Gaia,131727,União das freguesias de Mafamude e Vilar do Paraíso,45119
13,Porto,1317,Vila Nova de Gaia,131728,União das freguesias de Pedroso e Seixezelo,34697
13,Porto,1317,Vila Nova de Gaia,131729,"União das freguesias de Sandim, Olival, Lever e Crestuma",6324
13,Porto,1317,Vila Nova de Gaia,131730,União das freguesias de Santa Marinha e São Pedro da Afurada,42537
13,Porto,1317,Vila Nova de Gaia,131731,União das freguesias de Serzedo e Perosinho,44139
13,Porto,1318,Trofa,131806,Covelas,27948
13,Porto,1318,Trofa,131808,Muro,33524
13,Porto,1318,Trofa,131809,União das freguesias de Alvarelhos e Guidões,23912
13,Porto,1318,Trofa,131810,União das freguesias de Bougado (São Martinho e Santiago),1394
13,Porto,1318,Trofa,131811,União das freguesias de Coronado (São Romão e São Mamede),23963
14,Santarém,1401,Abrantes,140104,Bemposta,20441
14,Santarém,1401,Abrantes,140105,Martinchel,12013
14,Santarém,1401,Abrantes,140106,Mouriscas,14237
14,Santarém,1401,Abrantes,140107,Pego,22595
14,Santarém,1401,Abrantes,140108,Rio de Moinhos,32068
14,Santarém,1401,Abrantes,140115,Tramagal,12783
14,Santarém,1401,Abrantes,140118,Fontes,15046
14,Santarém,1401,Abrantes,140119,Carvalhal,9215
14,Santarém,1401,Abrantes,140120,União das freguesias de Abrantes (São Vicente e São João) e Alferrarede,10354
14,Santarém,1401,Abrantes,140121,União das freguesias de Aldeia do Mato e Souto,5257
14,Santarém,1401,Abrantes,140122,União das freguesias de Alvega e Concavada,19585
14,Santarém,1401,Abrantes,140123,União das freguesias de São Facundo e Vale das Mós,6828
14,Santarém,1401,Abrantes,140124,União das freguesias de São Miguel do Rio Torto e Rossio ao Sul do Tejo,33471
14,Santarém,1402,Alcanena,140202,Bugalhos,35574
